file,url,retrieved_utc,bytes,sha256,note
data/raw/iec/lge/2021/detailed_results/WC014.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC014.pdf,2026-09-24 13:24:43 UTC,25706,fd1ace8587e418304a67b0e51899e189e80136bc9da4a351be06600c25e3554b,
data/raw/iec/lge/2021/downloadable_party_results/WC015.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC015.csv,2026-09-24 13:24:43 UTC,231113,603d5ceb691f04b70ee501ff53a1788cc98aaa65a6965b941d3568e303ab5766,
data/raw/iec/lge/2021/seat_calculation_detail/WC015.xls,https://results.elections.org.za/home/LGEPublicReports/1091/Seat%20Calculation%20Detail/WP/WC015.xls,2026-09-24 13:24:44 UTC,24512,b25c10ddfc3e55d74875ec17ea5b558a170cca3e325e78c26d3f5233f8755757,
data/raw/iec/lge/2021/detailed_results/WC015.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC015.pdf,2026-09-24 13:24:45 UTC,26905,794ab1face688c102abd30a4c6665306ec998b4f9412f27f74671840d35a3ea3,
data/raw/iec/lge/2021/downloadable_party_results/WC022.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC022.csv,2026-09-24 13:24:45 UTC,359710,97b98186ba2dbea5e99c59a4f5c609892fbd662a5fbc953cf5e5c4a4394cf4e1,
data/raw/iec/lge/2021/seat_calculation_detail/WC022.xls,https://results.elections.org.za/home/LGEPublicReports/1091/Seat%20Calculation%20Detail/WP/WC022.xls,2026-09-24 13:24:46 UTC,24512,ba69226de8e61e022c287b05cf2747bd12c96028fa5da22b7217f67126f7e5af,
data/raw/iec/lge/2021/detailed_results/WC022.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC022.pdf,2026-09-24 13:24:47 UTC,36143,5a2595fde1642507996e01e6ec2825abbe148fc6534d3da1478429aacdc68e05,
data/raw/iec/lge/2021/downloadable_party_results/WC023.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC023.csv,2026-09-24 13:24:47 UTC,665165,cb2722d497e2034752c24524ecedad9d113642c0672ea0b179bd7a1c00e0052a,
data/raw/iec/lge/2021/seat_calculation_detail/WC023.xls,https://results.elections.org.za/home/LGEPublicReports/1091/Seat%20Calculation%20Detail/WP/WC023.xls,2026-09-24 13:24:48 UTC,24512,163859308b36b5b0e76c226721502cf5fa9b4e19932ad23023224d94155fa9bb,
data/raw/iec/lge/2021/detailed_results/WC023.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC023.pdf,2026-09-24 13:24:48 UTC,37419,7157490e27c0985bcaf4deded99330d18cdb57fa4f09d0681816dd398611d925,
data/raw/iec/lge/2021/downloadable_party_results/WC024.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC024.csv,2026-09-24 13:24:49 UTC,457187,49cfef42e18f1750433cf3bb3bd3af19029b33fa2ea708636edb07c8f7ae266f,
data/raw/iec/lge/2021/seat_calculation_detail/WC024.xls,https://results.elections.org.za/home/LGEPublicReports/1091/Seat%20Calculation%20Detail/WP/WC024.xls,2026-09-24 13:24:50 UTC,24512,8b9e493e0854b988c0bf7d03511749ce283536d22aa3959d8a55748470491e8b,
data/raw/iec/lge/2021/detailed_results/WC024.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC024.pdf,2026-09-24 13:24:50 UTC,37384,ff69a91498c5199726e8bf2918b4baaae4a8792ccc7aaf32486c498fc17768df,
data/raw/iec/lge/2021/downloadable_party_results/WC025.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC025.csv,2026-09-24 13:24:51 UTC,529819,ce818ebe18185726221c6d43b2a6bfffbbe78f4ccd556a52f08c688ec95ce597,
